place_id,여행지명,여행지설명,city,분류,activity_type,activity_ids,activity_level,season_preference,emotion_match
2308310008,그레이트 판교,그레이츠 판교,제주특별자치도,식당/카페,실내,11,5,Summer,1;10;11;12;2
2308310009,함덕해수욕장,함덕해수욕장,제주특별자치도,식당/카페,실내,11,5,Summer,1;10;11;12;13
2308310010,강릉 3.1독립만세운동 기념탑,강릉3.1독립만세운동 기념탑,경상북도,상점,실내,10,5,Summer,1;10;11;12;13
2308310011,Cafe red N green(휴애리 커피숍),굿올데이즈카페,제주특별자치도,식당/카페,실내,11,5,Summer,1;10;11;12;2
2308310015,노도 고등어회,노도고등어회,경상북도,상점,실내,10,4,Summer,1;11;12;2;21
2308310028,벤치,,강원도,기타,혼합,12,4,Summer,12;21;3
2309010001,9.81파크,9.81파크,제주특별자치도,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309010002,제주동문시장,제주동문시장,제주특별자치도,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309010003,예산 상설시장,예산시장입구,제주특별자치도,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309010004,서귀포 매일 올레시장,서귀포매일올레시장,제주특별자치도,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309010005,안목 해변,안목해변,제주특별자치도,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309010006,(주) 남문 소나타 카페,2001아울렛 구로점,강원도,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309010007,속초관광수산시장,속초관광수산시장,경기도,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309010008,가르 송티 미드 제주점, 신세계백화점 센텀시티점,전라북도,식당/카페,실내,11,4,Fall,1;10;11;12;13
2309010009,가평군 농협 하나로마트 자라 점,가평군농협하나로마트 자라점,강원도,식당/카페,실내,11,5,Fall,1;11;12;13;2
2309010010,2.28기념중앙공원,2.28기념중앙공원,제주특별자치도,자연관광지,실외,1,5,Fall,1;10;11;12;2
2309010013,경포호,경포호,인천광역시,식당/카페,실내,11,4,Fall,1;12;13;2;21
2309020001,성산일출봉,성산일출봉,전라남도,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309020002,사계해변,사계해변,경상북도,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309020003,국립세종수목원,2001아울렛 구로점,서울특별시,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309020004,산토리니,산토리니,제주특별자치도,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309020005,성심당 케이크 부티크,2001아울렛 구로점,충청남도,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309020006,김녕해수욕장,김녕해수욕장,경상북도,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309020007,BNK 부산은행 본점,2001아울렛 구로점,강원도,식당/카페,실내,11,5,Fall,1;10;11;12;13
2309020008,신흥동 일본식 가옥,신흥동일본식가옥,강원도,식당/카페,실내,11,5,Fall,1;10;11;12;13
2309020009,143베이커리 커피숍,143베이커리&커피숍,강원도,식당/카페,실내,11,5,Fall,1;10;11;12;2
2309020012,경암동 철길마을,경암동철길마을,경상북도,식당/카페,실내,11,4,Fall,1;10;11;12;2
2309020013,고흐의 책방,2001아울렛 구로점,대전광역시,식당/카페,실내,11,4,Fall,1;10;11;12;2
2309030001,우진해장국,우진해장국,전라북도,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309030002,성산일출봉,성산일출봉,전라북도,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309030003,대전중앙시장,2001아울렛 구로점,강원도,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309030004,보문사,보문사,제주특별자치도,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309030005,무주반딧불축제,무주반딧불축제,경기도,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309030006,함덕해수욕장,함덕해수욕장,경기도,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309030007,델문도,델문도,부산광역시,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309030008,강릉 중앙시장,2001아울렛 구로점,부산광역시,식당/카페,실내,11,5,Fall,1;10;11;12;13
2309030010,교동 미술관,2001아울렛 구로점,강원도,자연관광지,실외,1,5,Fall,1;10;11;12;13
2309030011,당근과해녀,당근과해녀,전라북도,식당/카페,실내,11,6,Fall,1;11;12;13;2
2309030012,미가 칼국수,미가칼국수,전라북도,식당/카페,실내,11,4,Fall,1;11;12;13;2
2309040002,섭지코지,섭지코지,전라남도,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309040003,함덕해수욕장,함덕해수욕장,대전광역시,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309040004,가닥,2001아울렛 구로점,대구광역시,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309040005,귤꽃 카페,귤꽃카페,인천광역시,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309040006,BHC치킨 통도사점,BHC치킨 통도사점,제주특별자치도,식당/카페,실내,11,5,Fall,1;11;12;13;2
2309040007,21아울렛 구로점,2001아울렛 구로점,제주특별자치도,자연관광지,실외,1,5,Fall,1;11;12;13;2
2309040008,루치아의 뜰,루치아의뜰,경상북도,식당/카페,실내,11,5,Fall,1;11;12;13;2
2309040010,금복식당,금복식당,제주특별자치도,식당/카페,실내,11,6,Fall,1;11;12;2;21
2309040012,모루쿠다 올레시장점,모루쿠다,제주특별자치도,식당/카페,실내,11,6,Fall,1;11;12;2;21
2309040013,제주도 품관,,제주특별자치도,상점,실내,10,1,Fall,11;12;2;22;23
2309050003,2층 모르니 팝업,감포해국길,제주특별자치도,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309050004,성심당 본점,성심당 본점,전라남도,식당/카페,실내,11,7,Fall,1;10;11;12;13
2309050006,1925감포,1925감포,제주특별자치도,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309050007,24시 전주 콩나물국밥,곽지해수욕장,전라북도,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309050013,대구 동성로,월정리해안도로,대구광역시,자연관광지,실외,1,4,Fall,1;13;2;21;22
2309060002,국수영,국수연,광주광역시,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309060003,가는 곶 세화, 신세계백화점 센텀시티점,충청남도,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309060004,GS25 직지사점,2001아울렛 구로점,제주특별자치도,식당/카페,실내,11,6,Fall,1;10;11;12;2
2309060005,가치관,2001아울렛 구로점,강원도,식당/카페,실내,11,6,Fall,1;10;11;12;2
2309060006,강촌레일파크 김유정 레일바이크,강촌레일파크 김유정역,강원도,식당/카페,실내,11,6,Fall,1;10;11;12;2
2309060007,경주월드,경주월드,제주특별자치도,식당/카페,실내,11,5,Fall,1;10;11;12;2
2309060008,가마솥 족발,가마솥족발,인천광역시,자연관광지,실외,1,5,Fall,1;10;11;12;2
2309060009,고도리,고도리,경상북도,식당/카페,실내,11,6,Fall,1;11;12;2;21
2309060010,깡촌흑돼지 함덕본점,깡촌흑돼지 함덕본점,충청남도,식당/카페,실내,11,6,Fall,1;11;12;2;21
2309060012,교촌마을,교촌마을,경기도,자연관광지,실외,1,3,Fall,1;11;22;24;26
2309060013,도르멍쉼팡,도르멍쉼팡,경상북도,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",실외,2,5,Fall,1;2;22;26;27
2309060015,동궁과 월지,동궁과월지,제주특별자치도,자연관광지,실외,1,4,Fall,1;22;26;27;28
2309070001,성심당 본점,성심당 본점,인천광역시,식당/카페,실내,11,6,Fall,1;10;11;12;2
2309070002,거제 파노라마 케이블카,(주)리더스원홀딩스일마레영종리베라호텔점,강원도,식당/카페,실내,11,6,Fall,1;10;11;12;2
2309070003,9.81파크, 신세계백화점 센텀시티점,대전광역시,식당/카페,실내,11,6,Fall,1;10;11;12;2
2309070004,168테우,168테우,전라남도,식당/카페,실내,11,6,Fall,1;10;11;12;2
2309070005,VVS 뮤지엄,VVS뮤지엄,강원도,식당/카페,실내,11,5,Fall,1;10;11;12;13
2309070006,평화광장,평화광장,강원도,식당/카페,실내,11,5,Fall,1;11;12;13;2
2309070007,NC백화점 중앙로역점 주차장,NC백화점 중앙로역점 주차장,강원도,식당/카페,실내,11,6,Fall,1;11;12;2;21
2309070008,성심당 본점,성심당 본점,강원도,식당/카페,실내,11,5,Fall,1;11;12;2;21
2309070009,219 물벼락 만화카페,2001아울렛 구로점,강원도,상점,실내,10,5,Fall,1;11;12;2;21
2309070010,광천 식당,광천식당,강원도,식당/카페,실내,11,4,Fall,1;11;12;2;21
2309080001,김녕해수욕장,김녕해수욕장,충청남도,식당/카페,실내,11,6,Fall,1;10;11;12;2
2309080003,가시 차방국 수,2001아울렛 구로점,대구광역시,식당/카페,실내,11,5,Fall,1;10;11;12;13
2309080004,성심당 본점,성심당 본점,세종특별자치시,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309080005,담양 관방제림,담양관방제림,대전광역시,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309080006,대전시립미술관,대전시립미술관,충청북도,식당/카페,실내,11,5,Fall,1;10;11;12;13
2309080011,강문해변,강문해변,전라남도,식당/카페,실내,11,5,Fall,1;12;2;21;22
2309080012,강릉 옥수수빵,광안리해수욕장,강원도,자연관광지,실외,1,3,Fall,1;12;21;22;24
2309090002,국립 해양 박물관,국립해양박물관,서울특별시,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309090003,국립세종수목원,국립세종수목원,충청남도,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309090004,국립세종수목원,국립세종수목원,경상남도,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309090005,대릉원,대릉원,대전광역시,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309090006,사천진 해변,2001아울렛 구로점,충청남도,식당/카페,실내,11,5,Fall,1;10;11;12;13
2309090007,포항 철길 숲,포항철길숲,경상남도,식당/카페,실내,11,5,Fall,1;10;11;12;13
2309090008,성심당 본점,성심당 본점,경상북도,식당/카페,실내,11,5,Fall,1;10;11;12;13
2309090009,한밭수목원,한밭수목원,경상북도,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309090010,강문해변,강문해변,대전광역시,식당/카페,실내,11,6,Fall,1;10;11;12;2
2309090012,강릉 월화 거리,강릉월화거리,전라남도,식당/카페,실내,11,6,Fall,1;11;12;2;21
2309090015,곰돌이 왕만두,곰돌이왕만두,경상북도,식당/카페,실내,11,3,Fall,1;2;22;23;3
2309100001,거제자연휴양림 산림문화휴양관,2001아울렛 구로점,경상남도,식당/카페,실내,11,6,Fall,1;10;11;12;2
2309100002,불국사,불국사,강원도,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309100003,AB 요트,2001아울렛 구로점,대전광역시,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309100004,대전시립미술관,2001아울렛 구로점,대구광역시,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309100005,김녕해수욕장,김녕해수욕장,강원도,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309100006,LF 스퀘어 광양점,2001아울렛 구로점,경상북도,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309100007,GT 커피,GT커피,강원도,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309100008,제주동문시장,제주동문시장,대전광역시,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309100009,ZARA 충장로점,ZARA 충장로점,제주특별자치도,식당/카페,실내,11,5,Fall,1;10;11;12;13
2309100012,경주석빙고,경주석빙고,대전광역시,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",실외,2,3,Fall,1;10;12;2;21
2309100013,국립경주박물관,국립경주박물관,대전광역시,"상업지구(거리, 시장, 쇼핑시설)",실내,4,4,Fall,1;10;12;2;22
2309110001,대구 메리어트호텔 어반 키친,대구메리어트호텔 어반키친,제주특별자치도,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309110002,세종 호수공원,세종호수공원,경상남도,자연관광지,실외,1,7,Fall,1;10;11;12;13
2309110003,영남 식당,영남식당,경상남도,식당/카페,실내,11,6,Fall,1;10;11;12;2
2309110004,고석정 국민관광지,고석정국민관광지,대전광역시,"상업지구(거리, 시장, 쇼핑시설)",실내,4,5,Fall,1;11;12;2;21
2309110005,1.5닭갈비,1.5닭갈비,강원도,식당/카페,실내,11,5,Fall,1;11;12;2;21
2309110006,2.28기념중앙공원,2.28기념중앙공원,경기도,식당/카페,실내,11,6,Fall,1;11;12;2;21
2309110007,갈맷길 2코스 2구간,갈맷길 2코스2구간,강원도,자연관광지,실외,1,6,Fall,1;11;12;21;22
2309110009,강원옥,강원옥,경상남도,자연관광지,실외,1,4,Fall,1;11;21;22;23
2309120003,가평 별빛정원,가평별빛정원,경상남도,"문화 시설(공연장, 영화관, 전시관 등)",실내,3,5,Fall,1;10;11;12;13
2309120005,가부장,거부장,전라북도,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309130002,산방산 탄산온천,산방산탄산온천,경상남도,"상업지구(거리, 시장, 쇼핑시설)",실내,4,7,Fall,1;10;11;13;2
2309130004,국제시장,국제시장,제주특별자치도,자연관광지,실외,1,5,Fall,1;10;11;12;13
2309130005,경남도립미술관,경남도립미술관,대구광역시,자연관광지,실외,1,5,Fall,1;10;11;12;13
2309130007,더 무그,2001아울렛 구로점,부산광역시,자연관광지,실외,1,5,Fall,1;10;11;12;13
2309130008,F1963,F1963,전라남도,"문화 시설(공연장, 영화관, 전시관 등)",실내,3,5,Fall,1;10;11;13;2
2309130009,기지시 줄다리기 박물관,기지시줄다리기박물관,전라북도,식당/카페,실내,11,5,Fall,1;10;11;13;2
2309130010,광안리해수욕장,광안리해수욕장,전라남도,자연관광지,실외,1,4,Fall,1;10;13;2;21
2309130011,다이소 대전중앙로역점,다이소 대전중앙로역점,충청남도,식당/카페,실내,11,2,Fall,1;10;2;21;22
2309130014,에이치디,이응노미술관,부산광역시,"문화 시설(공연장, 영화관, 전시관 등)",실내,3,4,Fall,1;2;22;24;26
2309130015,곤지암할미소머리국밥 대전만년점,곤지암할매소머리국밥 대전만년점,부산광역시,"상업지구(거리, 시장, 쇼핑시설)",실내,4,4,Fall,1;2;22;24;26
2309130017,엑스포시민광장,엑스포시민광장,부산광역시,"상업지구(거리, 시장, 쇼핑시설)",실내,4,2,Fall,1;2;22;24;26
2309140002,계룡스파텔,계룡스파텔,강원도,"산책로, 둘레길 등",실외,7,5,Fall,1;10;11;12;2
2309140003,GS25 영종 중산점,GS25 영종중산점,경상북도,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309140005,경주 동궁원,경주동궁원,경상북도,식당/카페,실내,11,5,Fall,1;10;11;12;2
2309140006,BCD 커피,BCD커피,경상북도,식당/카페,실내,11,5,Fall,1;10;11;12;13
2309140013,섬강길,섬강길,강원도,"산책로, 둘레길 등",실외,7,1,Fall,1;11;2;3;5
2309140014,횡성전통시장 주차장 근처 길가,횡성전통시장주차장 근처 길가,강원도,기타,혼합,12,9,Fall,11;2;3;5;6
2309150001,갈치 공장,갈치공장,충청남도,식당/카페,실내,11,6,Fall,1;12;2;21;22
2309150003,거가대교 홍보전시관,거가대교 홍보전시관,전라남도,식당/카페,실내,11,6,Fall,1;10;11;12;2
2309150004,강화 미술관,고마나루1999,인천광역시,식당/카페,실내,11,5,Fall,1;10;11;12;2
2309150005,죽녹원,죽녹원,충청남도,식당/카페,실내,11,5,Fall,1;10;12;2;21
2309150006,경기전,2001아울렛 구로점,경상남도,식당/카페,실내,11,5,Fall,1;10;11;12;2
2309150007,경주 황금십원빵 앗 싸 삼덕마켓 황남옥수수,단양구경시장,경상남도,식당/카페,실내,11,5,Fall,1;12;2;21;22
2309150011,광안리해수욕장,광안리해수욕장,전라남도,식당/카페,실내,11,5,Fall,1;22;26;28;3
2309150012,다산초당,다산초당,대구광역시,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",실외,2,5,Fall,1;12;21;22;23
2309160001,메가 MGC 커피 군산대점,메가MGC커피 군산대점,경기도,식당/카페,실내,11,5,Fall,1;10;11;12;13
2309160002,남정 부일 기사식당,남정부일기사식당,대구광역시,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309160003,소양강댐 정상 주차장,2001아울렛 구로점,제주특별자치도,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309160004,성심당 본점,성심당 본점,제주특별자치도,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309160005,국립세종수목원,국립세종수목원,충청남도,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309160006,국립세종수목원,2001아울렛 구로점,경기도,식당/카페,실내,11,5,Fall,1;10;11;12;13
2309160007,이마트 서귀포점,이마트 서귀포점,강원도,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309160008,새별 오름,새별오름,경상북도,식당/카페,실내,11,5,Fall,1;10;11;12;13
2309160009,거제도 현 시장,거제고현시장,대전광역시,식당/카페,실내,11,5,Fall,1;10;11;12;13
2309170002,용머리해안,용머리해안,제주특별자치도,식당/카페,실내,11,6,Fall,1;10;11;13;2
2309170003,사계해변,남당항대하축제,제주특별자치도,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309170004,제주동문시장,제주동문시장,제주특별자치도,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309170005,롯데리아 제주 표선해변점,롯데리아 제주표선해변점,제주특별자치도,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309170006,성심당 본점,성심당 본점,제주특별자치도,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309170007,(재단) 인천 교구 천주교회 유지재단,(재단)인천교구천주교회유지재단,대전광역시,식당/카페,실내,11,5,Fall,1;10;11;12;2
2309170008,PC 카페 넥스,2001아울렛 구로점,강원도,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309170009,GS25 서면 문화정,2001아울렛 구로점,제주특별자치도,식당/카페,실내,11,5,Fall,1;10;11;2;21
2309170010,광한루원,광한루원,경기도,식당/카페,실내,11,5,Fall,1;2;21;22;24
2309170011,곰돌이 식당,2001아울렛 구로점,대전광역시,식당/카페,실내,11,5,Fall,1;10;11;2;21
2309170012,데이 오브 위크,데이오브위크,대전광역시,"상업지구(거리, 시장, 쇼핑시설)",실내,4,5,Fall,1;2;21;22;24
2309180002,둥지 터,둥지터,제주특별자치도,식당/카페,실내,11,7,Fall,1;10;11;12;2
2309180003,9.81파크,(주)보광호,충청남도,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309180004,강화도 외포항 젓갈수산시장,강화도 외포항젓갈수산시장,울산광역시,식당/카페,실내,11,5,Fall,1;10;11;12;13
2309180005,고메,고메,울산광역시,자연관광지,실외,1,5,Fall,1;10;11;12;13
2309180006,개심사,개심사,경상남도,식당/카페,실내,11,5,Fall,1;10;12;2;21
2309180008,국립 대운산 치유의 숲,국립대운산치유의숲,전라남도,자연관광지,실외,1,5,Fall,1;2;21;22;24
2309190001,남원식당,남원식당,제주특별자치도,식당/카페,실내,11,4,Fall,1;2;22;6
2309190002,뉴월드마트로 동홍점,뉴월드마트로 동홍점,제주특별자치도,식당/카페,실내,11,6,Fall,1;10;2;21;22
2309190004,김녕해수욕장,김녕해수욕장,제주특별자치도,식당/카페,실내,11,6,Fall,1;10;12;13;2
2309190005,고성 왕곡마을,2001아울렛 구로점,경상북도,식당/카페,실내,11,6,Fall,1;10;12;13;2
2309190007,WARUNGANAHA,돌산공원,강원도,식당/카페,실내,11,5,Fall,1;10;12;13;21
2309200003,ICC 제주국제컨벤션센터,ICC제주국제컨벤션센터,제주특별자치도,자연관광지,실외,1,6,Fall,1;10;11;12;13
2309200004,근화동 당간 지주,근화동당간지주,제주특별자치도,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309200005,고향 생각,고향생각,제주특별자치도,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309200008,도쿄 빙수 은행동점,도쿄빙수 은행동점,제주특별자치도,식당/카페,실내,11,5,Fall,1;11;13;2;21
2309200011,심상,,경상북도,"상업지구(거리, 시장, 쇼핑시설)",실내,4,1,Fall,22;3;4
2309220005,5.18 기념공원,5.18 기념공원,광주광역시,식당/카페,실내,11,6,Fall,1;10;13;2;21
2309220006,광주 상무 1지구,광주 상무1지구,광주광역시,"상업지구(거리, 시장, 쇼핑시설)",실내,4,5,Fall,1;10;2;21;22
2309220007,경포호,2001아울렛 구로점,광주광역시,"산책로, 둘레길 등",실외,7,4,Fall,1;2;21;22;24
2309220008,사근 긴 해변,사근진해변,경상북도,상점,실내,10,3,Fall,1;2;21;22;24
2309220009,5.18 민주광장 옛 전남도청 별관,2001아울렛 구로점,광주광역시,상점,실내,10,4,Fall,1;2;21;22;24
2309220010,5.18 민주화 운동 기록관,5.18 민주화 운동 기록관,광주광역시,식당/카페,실내,11,5,Fall,1;22;24;26;3
2309230002,이마트 군산점,CU 평택르플로랑점,세종특별자치시,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309230003,공주 무령왕릉과 왕릉원,공주 무령왕릉과 왕릉원,경상남도,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309230005,S 마트,S마트,경상남도,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309230006,6계 부천 역곡점,60계통닭,전라북도,식당/카페,실내,11,5,Fall,1;10;11;12;13
2309230009,국립공주박물관,국립공주박물관,대구광역시,"문화 시설(공연장, 영화관, 전시관 등)",실내,3,3,Fall,1;10;11;12;2
2309230010,경산 분식,대전시립미술관,대구광역시,식당/카페,실내,11,4,Fall,1;10;11;12;2
2309230011,고래서 이뻐,고래서이뻐,대구광역시,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",실외,2,4,Fall,1;10;11;12;2
2309240002,경방루,경방루,전라북도,식당/카페,실내,11,6,Fall,1;11;12;13;2
2309240003,갤러리아백화점 타임월드점,갤러리아백화점 타임월드점,대전광역시,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309240004,경남 식당,경남식당,대전광역시,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309240005,BRT 작은 미술관,(사)대전광역시관광협회-트래블라운지,전라북도,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309240008,GS25 부여박물관점,GS25 부여박물관점,충청남도,"상업지구(거리, 시장, 쇼핑시설)",실내,4,4,Fall,1;11;2;21;22
2309240016,oreon,,전라북도,"상업지구(거리, 시장, 쇼핑시설)",실내,4,1,Fall,21;22;4;6;9
2309260003,국립아시아문화전당 옛 전남도청 별관,국립아시아문화전당,전라북도,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",실외,2,6,Fall,1;11;2;22;24
2309260009,부여 백마강 길,,충청남도,"산책로, 둘레길 등",실외,7,4,Fall,1;22;24;3;6
2309270002,광주김치박물관,광주김치박물관,충청남도,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309270003,CGV 광주 상무,고서회관,광주광역시,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309270004,1913 송정역시장,1913송정역시장,광주광역시,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309270005,01도라,01도라,광주광역시,식당/카페,실내,11,6,Fall,1;10;11;12;13
2309270006,공차 광주 운암 벽산점,공차 광주운암벽산점,전라북도,"상업지구(거리, 시장, 쇼핑시설)",실내,4,5,Fall,1;10;11;12;13
2309280003,공주 산성시장,공주산성시장,충청남도,식당/카페,실내,11,6,Fall,1;10;12;13;2
2309280004,대백제전,대백제전,충청남도,식당/카페,실내,11,6,Fall,1;10;12;13;2
2309280005,격포항,격포항,충청남도,"역사/유적/종교 시설(문화재, 박물관, 촬영지, 절 등)",실외,2,5,Fall,1;10;12;2;21
2309280009,남산 안보공원,성심당 케익부띠끄,충청남도,식당/카페,실내,11,6,Fall,1;10;2;22;24
2309300004,메밀꽃필무렵,메밀꽃필무렵,전라남도,식당/카페,실내,11,8,Fall,1;12;2;21;22
